trip_id,time_seconds
61cb603c9e5c92b6ab1e2e2fc8159486688dab56b8081bb6b2d9081b3ff61640,260.0
621170a700b0ee61f6e6866d94591cbd1db8b7cc9b075856b2037a4a5d501259,195.0
6467b3571d287f0a48eec83cc2878519732fd7ec2d9b379a35a0b9c7f90707ed,240.0
659138024ff240e2d06a46b86006937cc2ed22e9035490dbab069ccce3876c74,260.0
6607d5bdbf18f6036e0f843fceda407191b3bfaba324eedd5cb10df2499e0d0f,5.0
672b0bf0b13c346edbe83db3e8043168f792dd1c28cc7eedc4fdbf8ee9c0c9dc,40.0
6abb55b1d123873059aa3fa3901e8dbcb53a2e73807789884c145ea7475059bc,111.0
7054fbd746fc799a8bddaa601e5918adbe968ae4af8c57255278249d96aceadc,14.0
7123b68d15b712dd709bf73921776e581b38bf2d3b5d9ab4007ff9e743b15236,124.0
7201b3e20aa17c32496da89adfeed392738417a155c8845e9c737ef3ddb686cc,15.0
78cdda56ceb4d270178678888165e292c97a234e151c5742eb95f8b696dfd89c,134.0
7a5cb52042d8e8b0330726a9326f295c0dff7c6e9716eb72dc69615f2e36a7f7,97.0
7ce94d7fafc8c8a24046c804fe0a312d885f8be6f702c1f5484fddb2c0b67c24,200.0
80811cbc11f41952a22d4a686f1c6d13bd7f0cf540addbc564d0ca51a200bead,182.0
8189392a4075b911f348152b8cec35e66ad8eec6d528f5c2b5c4d985d38f64ef,170.0
83436beae20f2658495ef257b52d1b358ebeb2d6207c058c3b04155d4e1426e7,210.0
838af7774085c437ae8f7a398c47b03382ddd84797577a7127fb874082e315eb,235.0
8471d507b99b40631f343c0709bc554c47857d7fbea351c7a0b9e6e66b287b4b,285.0
866ba61202b8d618ef06f8bf71908a084bc3b21d97c779ea4f0d6a36ae527018,210.0
8a159dcacb8ce3437513e1f9a0b8979d43ec4413923dfef4222e00d7e243758b,95.0
8ba4b45ba593bbc249257e01963b822fd913516829a4a1b3f62e51268cfee889,101.0
8e62191b7995ad7881494080cdc4ec6fa1b01b860e6c15122d58a23e8d0f54a1,120.0
90b73eeaf1d44bec5db38cd784661a7926adafca41834be9625ddc8793010ca6,205.0
90e347e5deebaea24accfd10b63abaddd9377c95e5e91ed395493909b39c8de5,5.0
90e8195d489941ca1c04fa6e87ff7f64338dfd6aacc86aa12070d7c8dc3c8f62,174.0
947eff487737a3519fd56d70418ba50bc9978080e0a2911e6f917568a68fc03d,174.0
960a4abe627ed7ca6d0c7a341586c93b194160950d7c25ca3eefa27eca80c919,15.0
97acb4ede0e000e8babb8407b55a0d3812d6d696ecf110e21605b22b318603d4,135.0
9a3dae5892e19c0811bb9fe252b1769f900678da2cc5de23181c9f9343149cc5,165.0
9c9f4d5e81efab79ce2b02df92a94d48e7e68ee89bccb923900a9e83d5f74f6d,30.0
9d9144c5d8cee357c2dff8284950e399ab9d809de5b459c54709cc0afefd55bf,184.0
a0cd52482f6fa69c6ac7ebdc5e2b68807470072eb04e56d108092078f9ca40e0,268.0
a2146cf95b25fb9b90372e0122742c9370c5a361017297f8c5e9f979eee49bb8,270.0
a22014c331e3e6f0c783800695198fcbf0f911464ff826e4121d0b0122fedc0d,209.0
a2261e022144521360f7060e69471edbab0e7a78c65bee479e7da8c8b72b4e5c,208.0
a31567d75e54b46bccbc3140f0d593a11c53d26897b7853d58c0f9b0696da0d6,250.0
a74037035f9e31a4e5f6c46a7fe7be567427adf00cbe8fd93259c98fa6ccdf44,44.0
a80270d153a6fcd48b6a5f3bb681f6584db43869704849cdf4a9a194adbd5427,285.0
a8178a79f9a2b059f4e951777992d4e6c36e3782a5767e4010f0831a46e36d6a,65.0
a87c8fc5f74d1f87556521eb0f86f5351c2ba2dd5a86def1e5fa8486a4e0bc69,50.0
aa4721245dadf77d77b994d4d3d35af31ceb321161ce70431a1a767c469a88de,220.0
aa509110b5dacce54033cc7ef8d5d62c8dbad7671b46fde10ad6130b566bbf31,247.0
abe315dbe8ee56664f1f2af8fd9bf1de70c12ee207476564bb7c4e9ffcbe44dd,211.0
ad016e97c1bc472a9ac55599bdef2fa1865acd2694f42aca0e7687591f401f42,196.0
af690f6445a2e264766420ed4cc210828f879d8060b3ff81bee51716338a1b1c,262.0
af916dada1f0b4bf6bfafe6a707b123f91339c3548d1b6722ed0c4fd109e7b02,63.0
afa5348dbad6a4c5217e77c6ccd645c65002fb7ddc702dab7b1b8263d2b8404c,53.0
b1be07d53d14d2ae5b5698ded6f6586cd2209f0f1fe98b5d6b3f4f3eacea70a8,145.0
ba523e90d2b91de6dcbe124b0924a901708d134b89dc838329bd8ad5b3172474,113.0
ba9574bac4eeccbfee9753aaa5232b8326df91ef918d46fbfb2e8fd1536b2130,75.0
badd3b0dc6ad5a4888b0cbcb823673fdb2a17b31b3524b48bff272777aedbda1,166.0
bbe8b19a2c5884e91c986b8a084fdd7b3f87d0765ee6f5019d3237a28d19fc61,140.0
bc2741603f81a883a9517929f08e72babd480ec49c7c278bc33ac77a654e586c,156.0
c06a7f897ec0ef0e8304da2a7e77ae5a631d497dda8c63b1c396b8f643ff6fb3,195.0
c6d1bda3af000c0c44176c966e98b5daf43a5edf384676e81ec4b27ff6e26ac3,57.0
c8d1d4fcf89487d7f586f398f87c3f985d101d8629b4af642af09a23059210e8,210.0
cc7d989db14c25488e653a4b2fdd3400b6c46fb8e8ac827b790e88f0c1579795,55.0
d00cb7dd9a510ce892e393679b0743c9880aa6d559097a807674d42770b734f9,40.0
d529f4e49de7a055fcc0a0ad4276cdcf58da8220335c8331d6c1ddb83b8a3e54,120.0
d625b585ba13e0f42c39e024f4848b90d3e1bfa6b4f7f02af702424ea88bd628,45.0
d7fd19c9482153b11260276319b03d10ff2b624793560fbfbe075a4c83d9720b,294.0
defcab9c69827f427e216e1f7001c942d1339e2e225e8eeedd896662843a86ec,160.0
e72c13b0204f5985e80ec36e0dd4dc20fbf06d432af9ad0d3bfd637985c28423,217.0
e81313760f605b84194878daa3e63cda650eb37af8eb1cb9e87ef74cf9770280,165.0
e96307703361b64de2d74822add34f3daff928e0465e21b6463bed0afcfd2198,60.0
e9843fe9940053bb493a603dbf147fef5ba570c686ec37d7e9a2e5f0b9f11c7a,154.0
eb336f4ac1071da9c039842535eb7e6e8a891fb030ca12f2ff9bdc55ca62b6b0,131.0
eb6729c8237c555112522e16801b6fb2915fea2c74a91679ab183f82adbadfc4,15.0
f034814f0f6e1615506a76ed3930be5114458c3876be7d569a3b3651a9fca793,275.0
f673aba512950f8d5075818c75e8eb5ef8b14d6e673cd106e1cffe31de156256,140.0
f6c96e7dfda0a2cf65d8818ebd28c5bbbcfa726088a01705609f0db09a8851ba,114.0
f7260483ece4f194df40e23aa5931be324993c95cc4584341cb630aa80c15eb0,193.0
f896819a8b1a1e0564dbb49d4149d679874e3b798716496d9fe4439195e2cc65,113.0
f91218956f34b708faa1875cdbcd7600271871684347caafce2925937724319a,180.0
fc6ba55a070bdda1e52529d10254405d7905b2fd64adf4e4dc435725f0cd8aef,272.0
